,0
4411,Systematic
4412,Systematic
4413,Systematic
4414,Systematic
4415,Systematic
4416,Systematic
4417,Systematic
4418,Systematic
4419,Systematic
4420,Systematic
4421,Systematic
4422,Systematic
4423,Systematic
4424,Systematic
4425,Systematic
4426,Systematic
4427,Systematic
4428,Systematic
4429,Systematic
4430,Systematic
4431,Systematic
4432,Systematic
4433,Systematic
4434,Systematic
4435,Systematic
4436,Systematic
4437,Systematic
4438,Systematic
4439,Systematic
4440,Systematic
4441,Systematic
4442,Systematic
4443,Systematic
4444,Systematic
4445,Systematic
4446,Systematic
4447,Systematic
4448,Systematic
4449,Systematic
4450,Systematic
4451,Systematic
4452,Systematic
4453,Systematic
4454,Systematic
4455,Systematic
4456,Systematic
4457,Systematic
4458,Systematic
4459,Systematic
4460,Systematic
4461,Systematic
4462,Systematic
4463,Systematic
4464,Systematic
4465,Systematic
4466,Systematic
4467,Systematic
4468,Systematic
4469,Systematic
4470,Systematic
4471,Systematic
4472,Systematic
4473,Systematic
4474,Systematic
4475,Systematic
4476,Systematic
4477,Systematic
4478,Systematic
4479,Systematic
4480,Systematic
4481,Systematic
4482,Systematic
4483,Systematic
4484,Systematic
4485,Systematic
4486,Systematic
4487,Systematic
4488,Systematic
4489,Systematic
4490,Systematic
4491,Systematic
4492,Systematic
4493,Systematic
4494,Systematic
4495,Systematic
4496,Systematic
4497,Systematic
4498,Systematic
4499,Systematic
4500,Systematic
4501,Systematic
4502,Systematic
4503,Systematic
4504,Systematic
4505,Systematic
4506,Systematic
4507,Systematic
4508,Systematic
4509,Systematic
4510,Systematic
4511,Systematic
4512,Systematic
4513,Systematic
4514,Systematic
4515,Systematic
4516,Systematic
4517,Systematic
4518,Systematic
4519,Systematic
4520,Systematic
4521,Systematic
4522,Systematic
4523,Systematic
4524,Systematic
4525,Systematic
4526,Systematic
4527,Systematic
4528,Systematic
4529,Systematic
4530,Systematic
4531,Systematic
4532,Systematic
4533,Systematic
4534,Systematic
4535,Systematic
4536,Systematic
4537,Systematic
4538,Systematic
4539,Systematic
4540,Systematic
4541,Systematic
4542,Systematic
4543,Systematic
4544,Systematic
4545,Systematic
4546,Systematic
4547,Systematic
4548,Systematic
4549,Systematic
4550,Systematic
4551,Systematic
4552,Systematic
4553,Systematic
4554,Systematic
4555,Systematic
4556,Systematic
4557,Systematic
4558,Systematic
4559,Systematic
4560,Systematic
4561,Systematic
4562,Systematic
4563,Systematic
4564,Systematic
4565,Systematic
4566,Systematic
4567,Systematic
4568,Systematic
4569,Systematic
4570,Systematic
4571,Systematic
4572,Systematic
4573,Systematic
4574,Systematic
4575,Systematic
4576,Systematic
4577,Systematic
4578,Systematic
4579,Systematic
4580,Systematic
4581,Systematic
4582,Systematic
4583,Systematic
4584,Systematic
4585,Systematic
4586,Systematic
4587,Systematic
4588,Systematic
4589,Systematic
4590,Systematic
4591,Systematic
4592,Systematic
4593,Systematic
4594,Systematic
4595,Systematic
4596,Systematic
4597,Systematic
4598,Systematic
4599,Systematic
4600,Systematic
4601,Systematic
4602,Systematic
4603,Systematic
4604,Systematic
4605,Systematic
4606,Systematic
4607,Systematic
4608,Systematic
4609,Systematic
4610,Systematic
4611,Systematic
4612,Systematic
4613,Systematic
4614,Systematic
4615,Systematic
4616,Systematic
4617,Systematic
4618,Systematic
4619,Systematic
4620,Systematic
4621,Systematic
4622,Systematic
4623,Systematic
4624,Systematic
4625,Systematic
4626,Systematic
4627,Systematic
4628,Systematic
4629,Systematic
4630,Systematic
4631,Systematic
4632,Systematic
4633,Systematic
4634,Systematic
4635,Systematic
4636,Systematic
4637,Systematic
4638,Systematic
4639,Systematic
4640,Systematic
4641,Systematic
4642,Systematic
4643,Systematic
4644,Systematic
4645,Systematic
4646,Systematic
4647,Systematic
4648,Systematic
4649,Systematic
4650,Systematic
4651,Systematic
4652,Systematic
4653,Systematic
4654,Systematic
4655,Systematic
4656,Systematic
4657,Systematic
4658,Systematic
4659,Systematic
4660,Systematic
4661,Systematic
4662,Systematic
4663,Systematic
4664,Systematic
4665,Systematic
4666,Systematic
4667,Systematic
4668,Systematic
4669,Systematic
4670,Systematic
4671,Systematic
4672,Systematic
4673,Systematic
4674,Systematic
4675,Systematic
4676,Systematic
4677,Systematic
4678,Systematic
4679,Systematic
4680,Systematic
4681,Systematic
4682,Systematic
4683,Systematic
4684,Systematic
4685,Systematic
4686,Systematic
4687,Systematic
4688,Systematic
4689,Systematic
4690,Systematic
4691,Systematic
4692,Systematic
4693,Systematic
4694,Systematic
4695,Systematic
4696,Systematic
4697,Systematic
4698,Systematic
4699,Systematic
4700,Systematic
4701,Systematic
4702,Systematic
4703,Systematic
4704,Systematic
4705,Systematic
4706,Systematic
4707,Systematic
4708,Systematic
4709,Systematic
4710,Systematic
4711,Systematic
4712,Systematic
4713,Systematic
4714,Systematic
4715,Systematic
4716,Systematic
4717,Systematic
4718,Systematic
4719,Systematic
4720,Systematic
4721,Systematic
4722,Systematic
4723,Systematic
4724,Systematic
4725,Systematic
4726,Systematic
4727,Systematic
4728,Systematic
4729,Systematic
4730,Systematic
4731,Systematic
4732,Systematic
4733,Systematic
4734,Systematic
4735,Systematic
4736,Systematic
4737,Systematic
4738,Systematic
4739,Systematic
4740,Systematic
4741,Systematic
4742,Systematic
4743,Systematic
4744,Systematic
4745,Systematic
4746,Systematic
4747,Systematic
4748,Systematic
4749,Systematic
4750,Systematic
4751,Systematic
4752,Systematic
4753,Systematic
4754,Systematic
4755,Systematic
4756,Systematic
4757,Systematic
4758,Systematic
4759,Systematic
4760,Systematic
4761,Systematic
4762,Systematic
4763,Systematic
4764,Systematic
4765,Systematic
4766,Systematic
4767,Systematic
4768,Systematic
4769,Systematic
4770,Systematic
4771,Systematic
4772,Systematic
4773,Systematic
4774,Systematic
4775,Systematic
4776,Systematic
4777,Systematic
4778,Systematic
4779,Systematic
4780,Systematic
4781,Systematic
4782,Systematic
4783,Systematic
4784,Systematic
4785,Systematic
4786,Systematic
4787,Systematic
4788,Systematic
4789,Systematic
4790,Systematic
4791,Systematic
4792,Systematic
4793,Systematic
4794,Systematic
4795,Systematic
4796,Systematic
4797,Systematic
4798,Systematic
4799,Systematic
4800,Systematic
4801,Systematic
4802,Systematic
4803,Systematic
4804,Systematic
4805,Systematic
4806,Systematic
4807,Systematic
4808,Systematic
4809,Systematic
4810,Systematic
4811,Systematic
4812,Systematic
4813,Systematic
4814,Systematic
4815,Systematic
4816,Systematic
4817,Systematic
4818,Systematic
4819,Systematic
4820,Systematic
4821,Systematic
4822,Systematic
4823,Systematic
4824,Systematic
4825,Systematic
4826,Systematic
4827,Systematic
4828,Systematic
4829,Systematic
4830,Systematic
4831,Systematic
4832,Systematic
4833,Systematic
4834,Systematic
4835,Systematic
4836,Systematic
4837,Systematic
4838,Systematic
4839,Systematic
4840,Systematic
4841,Systematic
4842,Systematic
4843,Systematic
4844,Systematic
4845,Systematic
4846,Systematic
4847,Systematic
4848,Systematic
4849,Systematic
4850,Systematic
4851,Systematic
4852,Systematic
4853,Systematic
4854,Systematic
4855,Systematic
4856,Systematic
4857,Systematic
4858,Systematic
4859,Systematic
4860,Systematic
4861,Systematic
4862,Systematic
4863,Systematic
4864,Systematic
4865,Systematic
4866,Systematic
4867,Systematic
4868,Systematic
4869,Systematic
4870,Systematic
4871,Systematic
4872,Systematic
4873,Systematic
4874,Systematic
4875,Systematic
4876,Systematic
4877,Systematic
4878,Systematic
4879,Systematic
4880,Systematic
4881,Systematic
4882,Systematic
4883,Systematic
4884,Systematic
4885,Systematic
4886,Systematic
4887,Systematic
4888,Systematic
4889,Systematic
4890,Systematic
4891,Systematic
4892,Systematic
4893,Systematic
4894,Systematic
4895,Systematic
4896,Systematic
4897,Systematic
4898,Systematic
4899,Systematic
4900,Systematic
4901,Systematic
4902,Systematic
4903,Systematic
4904,Systematic
4905,Systematic
4906,Systematic
4907,Systematic
4908,Systematic
4909,Systematic
4910,Systematic
4911,Systematic
4912,Systematic
4913,Systematic
4914,Systematic
4915,Systematic
4916,Systematic
4917,Systematic
4918,Systematic
4919,Systematic
4920,Stratified
4921,Stratified
4922,Stratified
4923,Stratified
4924,Stratified
4925,Stratified
4926,Stratified
4927,Stratified
4928,Stratified
4929,Stratified
4930,Stratified
4931,Stratified
4932,Stratified
4933,Stratified
4934,Stratified
4935,Stratified
4936,Stratified
4937,Stratified
4938,Stratified
4939,Stratified
4940,Stratified
4941,Stratified
4942,Stratified
4943,Stratified
4944,Stratified
4945,Stratified
4946,Stratified
4947,Stratified
4948,Stratified
4949,Stratified
4950,Stratified
4951,Stratified
4952,Stratified
4953,Stratified
4954,Stratified
4955,Stratified
4956,Stratified
4957,Stratified
4958,Stratified
4959,Stratified
4960,Stratified
4961,Stratified
4962,Stratified
4963,Stratified
4964,Stratified
4965,Stratified
4966,Stratified
4967,Stratified
4968,Stratified
4969,Stratified
4970,Stratified
4971,Stratified
4972,Stratified
4973,Stratified
4974,Stratified
4975,Stratified
4976,Stratified
4977,Stratified
4978,Stratified
4979,Stratified
4980,Stratified
4981,Stratified
4982,Stratified
4983,Stratified
4984,Stratified
4985,Stratified
4986,Stratified
4987,Stratified
4988,Stratified
4989,Stratified
4990,Stratified
4991,Stratified
4992,Stratified
4993,Stratified
4994,Stratified
4995,Stratified
4996,Stratified
4997,Stratified
4998,Stratified
4999,Stratified
5000,Stratified
5001,Stratified
5002,Stratified
5003,Stratified
5004,Stratified
5005,Stratified
5006,Stratified
5007,Stratified
5008,Stratified
5009,Stratified
5010,Stratified
5011,Stratified
5012,Stratified
5013,Stratified
5014,Stratified
5015,Stratified
5016,Stratified
5017,Stratified
5018,Stratified
5019,Stratified
5020,Stratified
5021,Stratified
5022,Stratified
5023,Stratified
5024,Stratified
5025,Stratified
5026,Stratified
5027,Stratified
5028,Stratified
5029,Stratified
5030,Stratified
5031,Stratified
5032,Stratified
5033,Stratified
5034,Stratified
5035,Stratified
5036,Stratified
5037,Stratified
5038,Stratified
5039,Stratified
5040,Stratified
5041,Stratified
5042,Stratified
5043,Stratified
5044,Stratified
5045,Stratified
5046,Stratified
5047,Stratified
5048,Stratified
5049,Stratified
5050,Stratified
5051,Stratified
5052,Stratified
5053,Stratified
5054,Stratified
5055,Stratified
5056,Stratified
5057,Stratified
5058,Stratified
5059,Stratified
5060,Stratified
5061,Stratified
5062,Stratified
5063,Stratified
5064,Stratified
5065,Stratified
5066,Stratified
5067,Stratified
5068,Stratified
5069,Stratified
5070,Stratified
5071,Stratified
5072,Stratified
5073,Stratified
5074,Stratified
5075,Stratified
5076,Stratified
5077,Stratified
5078,Stratified
5079,Stratified
5080,Stratified
5081,Stratified
5082,Stratified
5083,Stratified
5084,Stratified
5085,Stratified
5086,Stratified
5087,Stratified
5088,Stratified
5089,Stratified
5090,Stratified
5091,Stratified
5092,Stratified
5093,Stratified
5094,Stratified
5095,Stratified
5096,Stratified
5097,Stratified
5098,Stratified
5099,Stratified
5100,Stratified
5101,Stratified
5102,Stratified
5103,Stratified
5104,Stratified
5105,Stratified
5106,Stratified
5107,Stratified
5108,Stratified
5109,Stratified
5110,Stratified
5111,Stratified
5112,Stratified
5113,Stratified
5114,Stratified
5115,Stratified
5116,Stratified
5117,Stratified
5118,Stratified
5119,Stratified
5120,Stratified
5121,Stratified
5122,Stratified
5123,Stratified
5124,Stratified
5125,Stratified
5126,Stratified
5127,Stratified
5128,Stratified
5129,Stratified
5130,Stratified
5131,Stratified
5132,Stratified
5133,Stratified
5134,Stratified
5135,Stratified
5136,Stratified
5137,Stratified
5138,Stratified
5139,Stratified
5140,Stratified
5141,Stratified
5142,Stratified
5143,Stratified
5144,Stratified
5145,Stratified
5146,Stratified
5147,Stratified
5148,Stratified
5149,Stratified
5150,Stratified
5151,Stratified
5152,Stratified
5153,Stratified
5154,Stratified
5155,Stratified
5156,Stratified
5157,Stratified
5158,Stratified
5159,Stratified
5160,Stratified
5161,Stratified
5162,Stratified
5163,Stratified
5164,Stratified
5165,Stratified
5166,Stratified
5167,Stratified
5168,Stratified
5169,Stratified
5170,Stratified
5171,Stratified
5172,Stratified
5173,Stratified
5174,Stratified
5175,Stratified
5176,Stratified
5177,Stratified
5178,Stratified
5179,Stratified
5180,Stratified
5181,Stratified
5182,Stratified
5183,Stratified
5184,Stratified
5185,Stratified
5186,Stratified
5187,Stratified
5188,Stratified
5189,Stratified
5190,Stratified
5191,Stratified
5192,Stratified
5193,Stratified
5194,Stratified
5195,Stratified
5196,Stratified
5197,Stratified
5198,Stratified
5199,Stratified
5200,Stratified
5201,Stratified
5202,Stratified
5203,Stratified
5204,Stratified
5205,Stratified
5206,Stratified
5207,Stratified
5208,Stratified
5209,Stratified
5210,Stratified
5211,Stratified
5212,Stratified
5213,Stratified
5214,Stratified
5215,Stratified
5216,Stratified
5217,Stratified
5218,Stratified
5219,Stratified
5220,Stratified
5221,Stratified
5222,Stratified
5223,Stratified
5224,Stratified
5225,Stratified
5226,Stratified
5227,Stratified
5228,Stratified
5229,Stratified
5230,Stratified
5231,Stratified
5232,Stratified
5233,Stratified
5234,Stratified
5235,Stratified
5236,Stratified
5237,Stratified
5238,Stratified
5239,Stratified
5240,Stratified
5241,Stratified
5242,Stratified
5243,Stratified
5244,Stratified
5245,Stratified
5246,Stratified
5247,Stratified
5248,Stratified
5249,Stratified
5250,Stratified
5251,Stratified
5252,Stratified
5253,Stratified
5254,Stratified
5255,Stratified
5256,Stratified
5257,Stratified
5258,Stratified
5259,Stratified
5260,Stratified
5261,Stratified
5262,Stratified
5263,Stratified
5264,Stratified
5265,Stratified
5266,Stratified
5267,Stratified
5268,Stratified
5269,Stratified
5270,Stratified
5271,Stratified
5272,Stratified
5273,Stratified
5274,Stratified
5275,Stratified
5276,Stratified
5277,Stratified
5278,Stratified
5279,Stratified
5280,Stratified
5281,Stratified
5282,Stratified
5283,Stratified
5284,Stratified
5285,Stratified
5286,Stratified
5287,Stratified
5288,Stratified
5289,Stratified
5290,Stratified
5291,Stratified
5292,Stratified
5293,Stratified
5294,Stratified
5295,Stratified
5296,Stratified
5297,Stratified
5298,Stratified
5299,Stratified
5300,Stratified
5301,Stratified
5302,Stratified
5303,Stratified
5304,Stratified
5305,Stratified
5306,Stratified
5307,Stratified
5308,Stratified
5309,Stratified
5310,Stratified
5311,Stratified
5312,Stratified
5313,Stratified
5314,Stratified
5315,Stratified
5316,Stratified
5317,Stratified
5318,Stratified
5319,Stratified
5320,Stratified
5321,Stratified
5322,Stratified
5323,Stratified
5324,Stratified
5325,Stratified
5326,Stratified
5327,Stratified
5328,Stratified
5329,Stratified
5330,Stratified
5331,Stratified
5332,Stratified
5333,Stratified
5334,Stratified
5335,Stratified
5336,Stratified
5337,Stratified
5338,Stratified
5339,Stratified
5340,Stratified
5341,Stratified
5342,Stratified
5343,Stratified
5344,Stratified
5345,Stratified
5346,Stratified
5347,Stratified
5348,Stratified
5349,Stratified
5350,Stratified
5351,Stratified
5352,Stratified
5353,Stratified
5354,Stratified
5355,Stratified
5356,Stratified
5357,Stratified
5358,Stratified
5359,Stratified
5360,Stratified
5361,Stratified
5362,Stratified
5363,Stratified
5364,Stratified
5365,Stratified
5366,Stratified
5367,Stratified
5368,Stratified
5369,Stratified
5370,Stratified
5371,Stratified
5372,Stratified
5373,Stratified
5374,Stratified
5375,Stratified
5376,Stratified
5377,Stratified
5378,Stratified
5379,Stratified
5380,Stratified
5381,Stratified
5382,Stratified
5383,Stratified
5384,Stratified
5385,Stratified
5386,Stratified
5387,Stratified
5388,Stratified
5389,Stratified
5390,Stratified
5391,Stratified
5392,Stratified
5393,Stratified
5394,Stratified
5395,Stratified
5396,Stratified
5397,Stratified
5398,Stratified
5399,Stratified
5400,Stratified
5401,Stratified
5402,Stratified
5403,Stratified
5404,Stratified
5405,Stratified
5406,Stratified
5407,Stratified
5408,Stratified
5409,Stratified
5410,Stratified
5411,Stratified
5412,Stratified
5413,Stratified
5414,Stratified
5415,Stratified
5416,Stratified
5417,Stratified
5418,Stratified
5419,Stratified
5420,Stratified
5421,Stratified
5422,Stratified
5423,Stratified
5424,Stratified
5425,Stratified
5426,Stratified
5427,Stratified
5428,Stratified
5429,Stratified
5430,Stratified
5431,Stratified
5432,Stratified
5433,Stratified
5434,Stratified
5435,Stratified
5436,Stratified
5437,Stratified
5438,Stratified
5439,Stratified
5440,Stratified
5441,Stratified
5442,Stratified
5443,Stratified
5444,Stratified
5445,Stratified
5446,Stratified
5447,Stratified
5448,Stratified
5449,Stratified
5450,Stratified
5451,Stratified
5452,Stratified
5453,Stratified
5454,Stratified
5455,Stratified
5456,Stratified
5457,Stratified
5458,Stratified
5459,Stratified
5460,Stratified
5461,Stratified
5462,Stratified
5463,Stratified
5464,Stratified
5465,Stratified
5466,Stratified
5467,Stratified
5468,Stratified
5469,Stratified
5470,Stratified
5471,Stratified
5472,Stratified
5473,Stratified
5474,Stratified
5475,Stratified
5476,Stratified
5477,Stratified
5478,Stratified
5479,Stratified
5480,Stratified
5481,Stratified
5482,Stratified
5483,Stratified
5484,Stratified
5485,Stratified
5486,Stratified
5487,Stratified
5488,Stratified
5489,Stratified
5490,Stratified
5491,Stratified
5492,Stratified
5493,Stratified
5494,Stratified
5495,Stratified
5496,Stratified
5497,Stratified
5498,Stratified
5499,Stratified
5500,Stratified
5501,Stratified
5502,Stratified
5503,Stratified
5504,Stratified
5505,Stratified
5506,Stratified
5507,Stratified
5508,Stratified
5509,Stratified
5510,Stratified
5511,Stratified
5512,Stratified
5513,Stratified
5514,Stratified
5515,Stratified
5516,Stratified
5517,Stratified
5518,Stratified
5519,Stratified
5520,Stratified
5521,Stratified
5522,Stratified
5523,Stratified
5524,Stratified
5525,Stratified
5526,Stratified
5527,Stratified
5528,Stratified
5529,Stratified
5530,Stratified
5531,Stratified
5532,Stratified
5533,Stratified
5534,Stratified
5535,Stratified
5536,Stratified
5537,Stratified
5538,Stratified
5539,Stratified
5540,Stratified
5541,Stratified
5542,Stratified
5543,Stratified
5544,Stratified
5545,Stratified
5546,Stratified
5547,Stratified
5548,Stratified
5549,Stratified
5550,Stratified
5551,Stratified
5552,Stratified
5553,Stratified
5554,Stratified
5555,Stratified
5556,Stratified
5557,Stratified
5558,Stratified
5559,Stratified
5560,Stratified
5561,Stratified
5562,Stratified
5563,Stratified
5564,Stratified
5565,Stratified
5566,Stratified
5567,Stratified
5568,Stratified
5569,Stratified
5570,Stratified
5571,Stratified
5572,Stratified
5573,Stratified
5574,Stratified
5575,Stratified
5576,Stratified
5577,Stratified
5578,Stratified
5579,Stratified
5580,Stratified
5581,Stratified
5582,Stratified
5583,Stratified
5584,Stratified
5585,Stratified
5586,Stratified
5587,Stratified
5588,Stratified
5589,Stratified
5590,Stratified
5591,Stratified
5592,Stratified
5593,Stratified
5594,Stratified
5595,Stratified
5596,Stratified
5597,Stratified
5598,Stratified
5599,Stratified
5600,Stratified
5601,Stratified
5602,Stratified
5603,Stratified
5604,Stratified
5605,Stratified
5606,Stratified
5607,Stratified
5608,Stratified
5609,Stratified
5610,Stratified
5611,Stratified
5612,Stratified
5613,Stratified
5614,Stratified
5615,Stratified
5616,Stratified
5617,Stratified
5618,Stratified
5619,Stratified
5620,Stratified
5621,Stratified
5622,Stratified
5623,Stratified
5624,Stratified
5625,Stratified
5626,Stratified
5627,Stratified
5628,Stratified
5629,Stratified
5630,Stratified
5631,Stratified
5632,Stratified
5633,Stratified
5634,Stratified
5635,Stratified
5636,Stratified
5637,Stratified
5638,Stratified
5639,Stratified
5640,Stratified
5641,Stratified
5642,Stratified
5643,Stratified
5644,Stratified
5645,Stratified
5646,Stratified
5647,Stratified
5648,Stratified
5649,Stratified
5650,Stratified
5651,Stratified
5652,Stratified
5653,Stratified
5654,Stratified
5655,Stratified
5656,Stratified
5657,Stratified
5658,Stratified
5659,Stratified
5660,Stratified
5661,Stratified
5662,Stratified
5663,Stratified
5664,Stratified
5665,Stratified
5666,Stratified
5667,Stratified
5668,Stratified
5669,Stratified
5670,Stratified
5671,Stratified
5672,Stratified
5673,Stratified
5674,Stratified
5675,Stratified
5676,Stratified
5677,Stratified
5678,Stratified
5679,Stratified
5680,Stratified
5681,Stratified
5682,Stratified
5683,Stratified
5684,Stratified
5685,Stratified
5686,Stratified
5687,Stratified
5688,Stratified
5689,Stratified
5690,Stratified
5691,Stratified
5692,Stratified
5693,Stratified
5694,Stratified
5695,Stratified
5696,Stratified
5697,Stratified
5698,Stratified
5699,Stratified
5700,Stratified
5701,Stratified
5702,Stratified
5703,Stratified
5704,Stratified
5705,Stratified
5706,Stratified
5707,Stratified
5708,Stratified
5709,Stratified
5710,Stratified
5711,Stratified
5712,Stratified
5713,Stratified
5714,Stratified
5715,Stratified
5716,Stratified
5717,Stratified
5718,Stratified
5719,Stratified
5720,Stratified
5721,Stratified
5722,Stratified
5723,Stratified
5724,Stratified
5725,Stratified
5726,Stratified
5727,Stratified
5728,Stratified
5729,Stratified
5730,Stratified
5731,Stratified
5732,Stratified
5733,Stratified
5734,Stratified
5735,Stratified
5736,Stratified
5737,Stratified
5738,Stratified
5739,Stratified
5740,Stratified
5741,Stratified
5742,Stratified
5743,Stratified
5744,Stratified
5745,Stratified
5746,Stratified
5747,Stratified
5748,Stratified
5749,Stratified
5750,Stratified
5751,Stratified
5752,Stratified
5753,Stratified
5754,Stratified
5755,Stratified
5756,Stratified
5757,Stratified
5758,Stratified
5759,Stratified
5760,Stratified
5761,Stratified
5762,Stratified
5763,Stratified
5764,Stratified
5765,Stratified
5766,Stratified
5767,Stratified
5768,Stratified
5769,Stratified
5770,Stratified
5771,Stratified
5772,Stratified
5773,Stratified
5774,Stratified
5775,Stratified
5776,Stratified
5777,Stratified
5778,Stratified
5779,Stratified
5780,Stratified
5781,Stratified
5782,Stratified
5783,Stratified
5784,Stratified
5785,Stratified
5786,Stratified
5787,Stratified
5788,Stratified
5789,Stratified
5790,Stratified
5791,Stratified
5792,Stratified
5793,Stratified
5794,Stratified
5795,Stratified
5796,Stratified
5797,Stratified
5798,Stratified
5799,Stratified
5800,Stratified
5801,Stratified
5802,Stratified
5803,Stratified
5804,Stratified
5805,Stratified
5806,Stratified
5807,Stratified
5808,Stratified
5809,Stratified
5810,Stratified
5811,Stratified
5812,Stratified
5813,Stratified
5814,Stratified
5815,Stratified
5816,Stratified
5817,Stratified
5818,Stratified
5819,Stratified
5820,Stratified
5821,Stratified
5822,Stratified
5823,Stratified
5824,Stratified
5825,Stratified
5826,Stratified
5827,Stratified
5828,Stratified
5829,Stratified
5830,Stratified
5831,Stratified
5832,Stratified
5833,Stratified
5834,Stratified
5835,Stratified
5836,Stratified
5837,Stratified
5838,Stratified
5839,Stratified
5840,Stratified
5841,Stratified
5842,Stratified
5843,Stratified
5844,Stratified
5845,Stratified
5846,Stratified
5847,Stratified
5848,Stratified
5849,Stratified
5850,Stratified
5851,Stratified
5852,Stratified
5853,Stratified
5854,Stratified
5855,Stratified
5856,Stratified
5857,Stratified
5858,Stratified
5859,Stratified
5860,Stratified
5861,Stratified
5862,Stratified
5863,Stratified
5864,Stratified
5865,Stratified
5866,Stratified
5867,Stratified
5868,Stratified
5869,Stratified
5870,Stratified
5871,Stratified
5872,Stratified
5873,Stratified
5874,Stratified
5875,Stratified
5876,Stratified
5877,Stratified
5878,Stratified
5879,Stratified
5880,Stratified
5881,Stratified
5882,Stratified
5883,Stratified
5884,Stratified
5885,Stratified
5886,Stratified
5887,Stratified
5888,Stratified
5889,Stratified
5890,Stratified
5891,Stratified
5892,Stratified
5893,Stratified
5894,Stratified
5895,Stratified
5896,Stratified
5897,Stratified
5898,Stratified
5899,Stratified
5900,Stratified
5901,Stratified
5902,Stratified
5903,Stratified
5904,Stratified
5905,Stratified
5906,Stratified
5907,Stratified
5908,Stratified
5909,Stratified
5910,Stratified
5911,Stratified
5912,Stratified
5913,Stratified
5914,Stratified
5915,Stratified
5916,Stratified
5917,Stratified
5918,Stratified
5919,Stratified
5920,Stratified
5921,Stratified
5922,Stratified
5923,Stratified
5924,Stratified
5925,Stratified
5926,Stratified
5927,Stratified
5928,Stratified
5929,Stratified
5930,Stratified
5931,Stratified
5932,Stratified
5933,Stratified
5934,Stratified
5935,Stratified
5936,Stratified
5937,Stratified
5938,Stratified
5939,Stratified
5940,Stratified
5941,Stratified
5942,Stratified
5943,Stratified
5944,Stratified
5945,Stratified
5946,Stratified
5947,Stratified
5948,Stratified
5949,Stratified
5950,Stratified
5951,Stratified
5952,Stratified
5953,Stratified
5954,Stratified
5955,Stratified
5956,Stratified
5957,Stratified
5958,Stratified
5959,Stratified
5960,Stratified
5961,Stratified
5962,Stratified
5963,Stratified
5964,Stratified
5965,Stratified
5966,Stratified
5967,Stratified
5968,Stratified
5969,Stratified
5970,Stratified
5971,Stratified
5972,Stratified
5973,Stratified
5974,Stratified
5975,Stratified
5976,Stratified
5977,Stratified
5978,Stratified
5979,Stratified
5980,Stratified
5981,Stratified
5982,Stratified
5983,Stratified
5984,Stratified
5985,Stratified
5986,Stratified
5987,Stratified
5988,Stratified
5989,Stratified
5990,Stratified
5991,Stratified
5992,Stratified
5993,Stratified
5994,Stratified
5995,Stratified
5996,Stratified
5997,Stratified
5998,Stratified
5999,Stratified
6000,Stratified
6001,Stratified
6002,Stratified
6003,Stratified
6004,Stratified
6005,Stratified
6006,Stratified
6007,Stratified
6008,Stratified
6009,Stratified
6010,Stratified
6011,Stratified
6012,Stratified
6013,Stratified
6014,Stratified
6015,Stratified
6016,Stratified
6017,Stratified
6018,Stratified
6019,Stratified
6020,Stratified
6021,Stratified
6022,Stratified
6023,Stratified
6024,Stratified
6025,Stratified
6026,Stratified
6027,Stratified
6028,Stratified
6029,Stratified
6030,Stratified
6031,Stratified
6032,Stratified
6033,Stratified
6034,Stratified
6035,Stratified
6036,Stratified
6037,Stratified
6038,Stratified
6039,Stratified
6040,Stratified
6041,Stratified
6042,Stratified
6043,Stratified
6044,Stratified
6045,Stratified
6046,Stratified
6047,Stratified
6048,Stratified
6049,Stratified
6050,Stratified
6051,Stratified
6052,Stratified
6053,Stratified
6054,Stratified
6055,Stratified
6056,Stratified
6057,Stratified
6058,Stratified
6059,Stratified
6060,Stratified
6061,Stratified
6062,Stratified
6063,Stratified
6064,Stratified
6065,Stratified
6066,Stratified
6067,Stratified
6068,Stratified
6069,Stratified
6070,Stratified
6071,Stratified
6072,Stratified
6073,Stratified
6074,Stratified
6075,Stratified
6076,Stratified
6077,Stratified
6078,Stratified
6079,Stratified
6080,Stratified
6081,Stratified
6082,Stratified
6083,Stratified
6084,Stratified
6085,Stratified
6086,Stratified
6087,Stratified
6088,Stratified
6089,Stratified
6090,Stratified
6091,Stratified
6092,Stratified
6093,Stratified
6094,Stratified
6095,Stratified
6096,Stratified
6097,Stratified
6098,Stratified
6099,Stratified
6100,Stratified
6101,Stratified
6102,Stratified
6103,Stratified
6104,Stratified
6105,Stratified
6106,Stratified
6107,Stratified
6108,Stratified
6109,Stratified
6110,Stratified
6111,Stratified
6112,Stratified
6113,Stratified
6114,Stratified
6115,Stratified
6116,Stratified
6117,Stratified
6118,Stratified
6119,Stratified
6120,Stratified
6121,Stratified
6122,Stratified
6123,Stratified
6124,Stratified
6125,Stratified
6126,Stratified
6127,Stratified
6128,Stratified
6129,Stratified
6130,Stratified
6131,Stratified
6132,Stratified
6133,Stratified
6134,Stratified
6135,Stratified
6136,Stratified
6137,Stratified
6138,Stratified
6139,Stratified
6140,Stratified
6141,Stratified
6142,Stratified
6143,Stratified
6144,Stratified
6145,Stratified
6146,Stratified
6147,Stratified
6148,Stratified
6149,Stratified
6150,Stratified
6151,Stratified
6152,Stratified
6153,Stratified
6154,Stratified
6155,Stratified
6156,Stratified
6157,Stratified
6158,Stratified
6159,Stratified
